Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
14,"J. Bajorath","Evolution of assay interference concepts in drug discovery",2021,"","","","",11,"2024-06-21 14:49:30","","10.1080/17460441.2021.1902983","","",,,,,14,4.67,14,1,3,"Biological assays for small molecules are vulnerable to experimental limitations and artifacts. False-positive activity readouts represent a recurrent and well-appreciated problem for high-throughput screening. Accordingly, hits from a primary high-throughput screen are usually subjected to secondary assays to reevaluate activity signals and establish dose– response behavior of active compounds. Typically, such confirmatory assays eliminate many but not all false-positive hits. While assay artifacts may frequently be attributable to technical issues, they are also caused by compounds that are not specifically active against a target of interest, but fake positive assay signals by a variety of undesired mechanisms. Such chemical entities are often termed assay interference compounds. For drug discovery, major problems arise when such interference compounds are difficult to identify and camouflaged false-positives enter hit-to-lead and lead optimization stages of the discovery pipeline. Significant time and resources might be wasted until their artificial nature is ultimately uncovered, especially if derivatives of pseudo-hits approach the realm of potential candidate compounds. Furthermore, undetected false-positives plague science and hinder progress. For example, in academic settings, new compounds – including those originating from computational screening – are often only investigated in a single assay system. If subtle artifacts occur under such conditions, they are notoriously difficult to detect. Once published, pseudo-hits tend to propagate through the literature and frequently give rise to follow-up studies that are doomed to fail and misleading at best. Over the past decade, it has increasingly been recognized that assay interference effects often are of unexpectedly large magnitude, continue to compromise drug discovery efforts, and pollute the scientific literature [1]. Most of these problems are caused by assay interference compounds, ‘chemical con artists’ [2], which are often rather difficult to uncover [1,2]. Different concepts have been introduced for recognizing and combating assay interference, which are of critical importance for the practice of biological screening and medicinal chemistry. However, these concepts are also controversially viewed for reasons discussed below. To assess their value, different scientific approaches and viewpoints should be taken into consideration.","",""
115,"David J. Dowling","Recent Advances in the Discovery and Delivery of TLR7/8 Agonists as Vaccine Adjuvants",2018,"","","","",12,"2024-06-21 14:49:30","","10.4049/immunohorizons.1700063","","",,,,,115,19.17,115,1,6,"The need for new adjuvants is absolutely cardinal to the development of new vaccines and to further optimizing current immunization approaches. However, only a few classes of adjuvants are presently incorporated in vaccines approved for human use. Recent advances in the discovery and delivery of TLR agonists as vaccine adjuvants have begun to open up a new toolbox for vaccinologists. At the forefront of this movement is the use of synthetic small molecule TLR7/8 agonist–based adjuvants. In this review, we emphasize the importance of vaccine formulation science in driving recent developments in TLR7/8 adjuvanticity, summarize some of the most current and notable studies in this field, and discuss desirable attributes of next generation TLR7/8 adjuvants for use in enhancing vaccine responses in vulnerable populations, such as the very young. Finally, we explore advances that may further edge the development of TLR7/8 adjuvant–based vaccine formulations toward clinical human evaluation.","",""
198,"Kyong-Tak Cho, K. Shin","Error Handling of In-vehicle Networks Makes Them Vulnerable",2016,"","","","",13,"2024-06-21 14:49:30","","10.1145/2976749.2978302","","",,,,,198,24.75,99,2,8,"Contemporary vehicles are getting equipped with an increasing number of Electronic Control Units (ECUs) and wireless connectivities. Although these have enhanced vehicle safety and efficiency, they are accompanied with new vulnerabilities. In this paper, we unveil a new important vulnerability applicable to several in-vehicle networks including Control Area Network (CAN), the de facto standard in-vehicle network protocol. Specifically, we propose a new type of Denial-of-Service (DoS), called the bus-off attack, which exploits the error-handling scheme of in-vehicle networks to disconnect or shut down good/uncompromised ECUs. This is an important attack that must be thwarted, since the attack, once an ECU is compromised, is easy to be mounted on safety-critical ECUs while its prevention is very difficult. In addition to the discovery of this new vulnerability, we analyze its feasibility using actual in-vehicle network traffic, and demonstrate the attack on a CAN bus prototype as well as on two real vehicles. Based on our analysis and experimental results, we also propose and evaluate a mechanism to detect and prevent the bus-off attack.","",""
30,"Pengjie Zeng, Guanjun Lin, Lei Pan, Yonghang Tai, Jun Zhang","Software Vulnerability Analysis and Discovery Using Deep Learning Techniques: A Survey",2020,"","","","",14,"2024-06-21 14:49:30","","10.1109/ACCESS.2020.3034766","","",,,,,30,7.50,6,5,4,"Exploitable vulnerabilities in software have attracted tremendous attention in recent years because of their potentially high severity impact on computer security and information safety. Many vulnerability detection methods have been proposed to aid code inspection. Among these methods, there is a line of studies that apply machine learning techniques and achieve promising results. This paper reviews 22 recent studies that adopt deep learning to detect vulnerabilities, aiming to show how they utilize state-of-the-art neural techniques to capture possible vulnerable code patterns. Among reviewed studies, we identify four game changers that significantly impact the domain of deep learning-based vulnerability detection and provide detailed reviews of the insights, ideas, and concepts that the game changers have brought to this field of interest. Based on the four identified game changers, we review the remaining studies, presenting their approaches and solutions which either build on or extend the game changers, and sharing our views on the future research trends. We also highlight the challenges faced in this field and discuss potential research directions. We hope to motivate the readers to conduct further research in this developing but fast-growing field.","",""
19,"Yue Wang, Ke Wang, C. Miao","Truth Discovery against Strategic Sybil Attack in Crowdsourcing",2020,"","","","",15,"2024-06-21 14:49:30","","10.1145/3394486.3403052","","",,,,,19,4.75,6,3,4,"Crowdsourcing is an information system for recruiting online workers to perform human intelligent tasks (HITs) that are hard for computers. Due to the openness of crowdsourcing, dynamic online workers with different knowledge backgrounds might give conflicting labels to a task. With the assumption that workers provide their labels independently, most existing works aggregate worker labels in a voting manner, which is vulnerable to Sybil attack where the attacker earns easy rewards by coordinating several Sybil workers to share a randomized label on each task for dominating the aggregation result. A strategic Sybil attacker also attempts to evade Sybil detection. In this paper, we propose a novel approach, called TDSSA (Truth Discovery against Strategic Sybil Attack), to defend against strategic Sybil attack. Experimental results on real-world and synthetic datasets indicate that TDSSA ensures more accurate inference of true labels under various Sybil attacking scenarios, as compared to state-of-the-art methods.","",""
16,"Lannan Luo, Qiang Zeng, Chen Cao, Kai Chen, Jian Liu, Limin Liu, Neng Gao, Min Yang, Xinyu Xing, Peng Liu","Tainting-Assisted and Context-Migrated Symbolic Execution of Android Framework for Vulnerability Discovery and Exploit Generation",2020,"","","","",16,"2024-06-21 14:49:30","","10.1109/TMC.2019.2936561","","",,,,,16,4.00,2,10,4,"Android Application Framework is an integral and foundational part of the Android system. Each of the two billion (as of 2017) Android devices relies on the system services of Android Framework to manage applications and system resources. Given its critical role, a vulnerability in the framework can be exploited to launch large-scale cyber attacks and cause severe harms to user security and privacy. Recently, many vulnerabilities in Android Framework were exposed, showing that it is indeed vulnerable and exploitable. While there is a large body of studies on Android application analysis, research on Android Framework analysis is very limited. In particular, to our knowledge, there is no prior work that investigates how to enable symbolic execution of the framework, an approach that has proven to be very powerful for vulnerability discovery and exploit generation. We design and build the first system, Centaur, that enables symbolic execution of Android Framework. Due to the middleware nature and technical peculiarities of the framework that impinge on the analysis, many unique challenges arise and are addressed in Centaur. The system has been applied to discovering new vulnerability instances, which can be exploited by recently uncovered attacks against the framework, and to generating PoC exploits.","",""
13,"Min Meng, Mengcheng Lan, Jun Yu, Jigang Wu","Multiview Consensus Structure Discovery",2020,"","","","",17,"2024-06-21 14:49:30","","10.1109/TCYB.2020.3013136","","",,,,,13,3.25,3,4,4,"Multiview subspace learning has attracted much attention due to the efficacy of exploring the information on multiview features. Most existing methods perform data reconstruction on the original feature space and thus are vulnerable to noisy data. In this article, we propose a novel multiview subspace learning method, called multiview consensus structure discovery (MvCSD). Specifically, we learn the low-dimensional subspaces corresponding to different views and simultaneously pursue the structure consensus over subspace clustering for multiple views. In such a way, latent subspaces from different views regularize each other toward a common consensus that reveals the underlying cluster structure. Compared to existing methods, MvCSD leverages the consensus structure derived from the subspaces of diverse views to better exploit the intrinsic complementary information that well reflects the essence of data. Accordingly, the proposed MvCSD is capable of producing a more robust and accurate representation structure which is crucial for multiview subspace learning. The proposed method can be optimized effectively, with theoretical convergence guarantee, by alternatively iterating the argument Lagrangian multiplier algorithm and the eigendecomposition. Extensive experiments on diverse datasets demonstrate the advantages of our method over the state-of-the-art methods.","",""
101,"Guanjun Lin, Jun Zhang, Wei Luo, Lei Pan, Yang Xiang","POSTER: Vulnerability Discovery with Function Representation Learning from Unlabeled Projects",2017,"","","","",18,"2024-06-21 14:49:30","","10.1145/3133956.3138840","","",,,,,101,14.43,20,5,7,"In cybersecurity, vulnerability discovery in source code is a fundamental problem. To automate vulnerability discovery, Machine learning (ML) based techniques has attracted tremendous attention. However, existing ML-based techniques focus on the component or file level detection, and thus considerable human effort is still required to pinpoint the vulnerable code fragments. Using source code files also limit the generalisability of the ML models across projects. To address such challenges, this paper targets at the function-level vulnerability discovery in the cross-project scenario. A function representation learning method is proposed to obtain the high-level and generalizable function representations from the abstract syntax tree (AST). First, the serialized ASTs are used to learn project independence features. Then, a customized bi-directional LSTM neural network is devised to learn the sequential AST representations from the large number of raw features. The new function-level representation demonstrated promising performance gain, using a unique dataset where we manually labeled 6000+ functions from three open-source projects. The results confirm that the huge potential of the new AST-based function representation learning.","",""
45,"Ming Xu, Jianping Wu, Mengqi Liu, Yunpeng Xiao, Haohan Wang, Dongmei Hu","Discovery of Critical Nodes in Road Networks Through Mining From Vehicle Trajectories",2019,"","","","",19,"2024-06-21 14:49:30","","10.1109/TITS.2018.2817282","","",,,,,45,9.00,8,6,5,"Road networks are extremely vulnerable to cascading failure caused by traffic accidents or anomalous events. Therefore, accurate identification of critical nodes, whose failure may cause a dramatic reduction in the road network transmission efficiency, is of great significance to traffic management and control schemes. However, none of the existing approaches can locate city-wide critical nodes in real road networks. In this paper, we propose a novel data-driven framework to rank node importance through mining from comprehensive vehicle trajectory data, instead of analysis solely on the topology of the road network. In this framework, we introduce a trip network modeled by a tripartite graph to characterize the dynamics of the road network. Furthermore, we present two algorithms, integrating the origin-destination entropy with flow (ODEF) algorithm and the crossroad-rank (CRRank) algorithm, to better exploit the information included in the tripartite graph and to effectively assess the node importance. ODEF absorbs the idea of the information entropy to evaluate the centrality of a node and to calculate its importance rating by integrating its centrality with the traffic flow. CRRank is a ranking algorithm based on eigenvector centrality that captures the mutual reinforcing relationships among the OD-pair, path, and intersection. In addition to the factors considered in ODEF, CRRank considers the irreplaceability of a node and the spatial relationships between neighboring nodes. We conduct a synthetic experiment and a real case study based on a real-world dataset of taxi trajectories. Experiments verify the utility of the proposed algorithms.","",""
37,"Eduard Marin, Nicola Bucciol, M. Conti","An In-depth Look Into SDN Topology Discovery Mechanisms: Novel Attacks and Practical Countermeasures",2019,"","","","",20,"2024-06-21 14:49:30","","10.1145/3319535.3354194","","",,,,,37,7.40,12,3,5,"Software-Defined Networking (SDN) is a novel network approach that has revolutionised existent network architectures by decoupling the control plane from the data plane. Researchers have shown that SDN networks are highly vulnerable to security attacks. For instance, adversaries can tamper with the controller's network topology view to hijack the hosts' location or create fake inter-switch links. These attacks can be launched for various purposes, ranging from impersonating hosts to bypassing middleboxes or intercepting network traffic. Several countermeasures have been proposed to mitigate topology attacks but to date there has been no comprehensive analysis of the level of security they offer. A critical analysis is thus an important step towards better understanding the possible limitations of the existing solutions and building stronger defences against topology attacks. In this paper, we evaluate the actual security of the existing mechanisms for network topology discovery in SDN. Our analysis reveals 6 vulnerabilities in the state-of-the-art countermeasures against topology attacks: TopoGuard, <>TopoGuard+,SPV and SecureBinder. We show that these vulnerabilities can be exploited in practice to manipulate the network topology view at the controller. Furthermore, we present 2 novel topology attacks, called Topology Freezing and Reverse Loop, that exploit vulnerabilities in the widely used Floodlight controller. We responsibly disclosed these vulnerabilities to Floodlight. While we show that it is difficult to fully eradicate these attacks, we propose fixes to mitigate them. In response to our findings, we conclude the paper by detailing practical ways of further improving the existing countermeasures.","",""
25,"M. Kiegelmann","Making Oneself Vulnerable to Discovery. Carol Gilligan in Conversation With Mechthild Kiegelmann",2009,"","","","",21,"2024-06-21 14:49:30","","10.17169/FQS-10.2.1178","","",,,,,25,1.67,25,1,15,"In einem Interview mit Mechthild KIEGELMANN spricht Carol GILLIGAN uber ihre akademische Laufbahn, erklart Grundideen ihrer psychologischen Theorie und ihrer Forschungsmethode und erinnert an ihre Verwurzelung in der US-Amerikanischen Burgerrechtsbewegung. Frau GILLIGAN studierte zunachst Literatur, bevor sie eine wissenschaftliche Karriere in der Psychologie einschlug. Die Kombination beider Disziplinen half ihr, Kunst und Psychologie zu verbinden, was auch in ihrem einflussreichen Buch ""Die andere Stimme"" deutlich wird. In diesem Buch verdeutlicht Frau GILLIGAN ihre Theorie uber Trennung und Verbundenheit, uber Stimme und Widerstand. In dem Interview geht Frau GILLIGAN auf die Weiterentwicklung ihrer Theorie ein und berichtet uber ihre weitere Forschung im Bereich der Entwicklungspsychologie von Frauen, Madchen und kleinen Jungen. Frau GILLIGAN und Frau KIEGELMANN sprechen uber Forschungsbeziehungen in empirischen Studien sowie den Zusammenhang des Artikulierens von Forschungsfragen und von authentischem Zuhoren in Interviews. Sie diskutieren den Voice-Ansatz als eine empirische Forschungsmethode, und Frau GILLIGAN spricht ihre aktuelle Arbeit in Psychologie und Theater an.  URN: urn:nbn:de:0114-fqs090234","",""
107,"David E. Richardson, Katrin E. Marancik, J. Guyon, M. Lutcavage, B. Galuardi, C. Lam, H. Walsh, S. Wildes, Douglas A Yates, J. Hare","Discovery of a spawning ground reveals diverse migration strategies in Atlantic bluefin tuna (Thunnus thynnus)",2016,"","","","",22,"2024-06-21 14:49:30","","10.1073/pnas.1525636113","","",,,,,107,13.38,11,10,8,"Significance We present unequivocal evidence that Atlantic bluefin tuna spawn in the Slope Sea, counter to the current assumption that the Gulf of Mexico and Mediterranean Sea are the exclusive spawning grounds. We also demonstrate that age at maturity of western bluefin tuna is currently overestimated, that this stock exhibits size-structured spawning migrations, and that migratory connections exist between western and eastern Atlantic spawning grounds. Atlantic bluefin tuna support a highly contentious international fishery, and our results present an alternate life history model to inform the management of this species. The implications of our work are most pronounced for western Atlantic bluefin tuna, which have a life history less vulnerable to overexploitation and extinction than is currently estimated. Atlantic bluefin tuna are a symbol of both the conflict between preservationist and utilitarian views of top ocean predators, and the struggle to reach international consensus on the management of migratory species. Currently, Atlantic bluefin tuna are managed as an early-maturing eastern stock, which spawns in the Mediterranean Sea, and a late-maturing western stock, which spawns in the Gulf of Mexico. However, electronic tagging studies show that many bluefin tuna, assumed to be of a mature size, do not visit either spawning ground during the spawning season. Whether these fish are spawning in an alternate location, skip-spawning, or not spawning until an older age affects how vulnerable this species is to anthropogenic stressors including exploitation. We use larval collections to demonstrate a bluefin tuna spawning ground in the Slope Sea, between the Gulf Stream and northeast United States continental shelf. We contend that western Atlantic bluefin tuna have a differential spawning migration, with larger individuals spawning in the Gulf of Mexico, and smaller individuals spawning in the Slope Sea. The current life history model, which assumes only Gulf of Mexico spawning, overestimates age at maturity for the western stock. Furthermore, individual tuna occupy both the Slope Sea and Mediterranean Sea in separate years, contrary to the prevailing view that individuals exhibit complete spawning-site fidelity. Overall, this complexity of spawning migrations questions whether there is complete independence in the dynamics of eastern and western Atlantic bluefin tuna and leads to lower estimates of the vulnerability of this species to exploitation and other anthropogenic stressors.","",""
