Project,File,Method,Err_-1,Err_0,Err_1,Err_2,Err_3,Err_4,Err_5,Err_6,Err_7,Err_8,Err_9,Err_10,Err_11
Cookie,CookiePolicy.txt,getSpecByVersion,,None,,,,,,,,,,,
Cookie,CookiePolicy.txt,getCompatibilitySpec,,None,,,,,,,,,,,
Cookie,CookiePolicy.txt,getRegisteredCookieSpecs,,None,,,,,,,,,,,
Cookie,CookiePolicy.txt,CookiePolicy,,None,,,,,,,,,,,
Cookie,CookiePolicy.txt,invalid_argument,error: no comment found,,,,,,,,,,,,
Cookie,CookiePolicy.txt,transform,error: no comment found,,,,,,,,,,,,
Cookie,CookiePolicy.txt,create,error: no comment found,,,,,,,,,,,,
Cookie,CookiePolicy.txt,logic_error,,None,,,,,,,,,,,
Cookie,CookieSpec.txt,,error: no overall comment found,,,,,,,,,,,,
Cookie,CookieSpec.txt,parse,error: no comment found,,,,,,,,,,,,
Cookie,CookieSpec.txt,parseAttribute,error: no comment found,,,,,,,,,,,,
Cookie,CookieSpec.txt,validate,error: no comment found,,,,,,,,,,,,
Cookie,CookieSpec.txt,setValidDateFormats,error: no comment found,,,,,,,,,,,,
Cookie,CookieSpec.txt,getValidDateFormats,error: no comment found,,,,,,,,,,,,
Cookie,CookieSpec.txt,match,error: no comment found,,,,,,,,,,,,
Cookie,CookieSpec.txt,domainMatch,error: no comment found,,,,,,,,,,,,
Cookie,CookieSpec.txt,pathMatch,error: no comment found,,,,,,,,,,,,
Cookie,CookieSpec.txt,formatCookie,error: no comment found,,,,,,,,,,,,
Cookie,CookieSpec.txt,formatCookies,error: no comment found,,,,,,,,,,,,
Cookie,CookieSpec.txt,formatCookieHeader,error: no comment found,,,,,,,,,,,,
Cookie,Header.txt,,,,,,未包含头文件<string.h>,,,,,,,,
Cookie,Header.txt,toExternalForm,,None,,,,,,,,,,,
Cookie,Header.txt,toString,,None,,,,,,,,,,,
Cookie,Header.txt,getValues,,,,,,,,,,,,,直接返回临时对象的地址会导致悬空指针。
Cookie,Header.txt,getElements,,,,,,,,,,,,,直接返回临时对象的地址会导致悬空指针。
Cookie,Header.txt,getParameters,error: no comment found,,,,,,,,,,,,
Cookie,Header.txt,parseElements,error: no comment found,,,,,,,,,,,,
Cookie,Header.txt,parse,error: no comment found,,,,,,,,,,,,
Cookie,Header.txt,getParameterByName,error: no comment found,,,,,,,,,,,,
Cookie,Header.txt,invalid_argument,error: no comment found,,,,,,,,,,,,
Cookie,Header.txt,isAutogenerated,,None,,,,,,,,,,,
Cookie,HeaderElement.txt,,,,,,未包含头文件<string.h>，<HttpException.h>,,,,,,,,
Cookie,HeaderElement.txt,getParameters,,None,,,,,,,,,,,
Cookie,HeaderElement.txt,value,error: no comment found,,,,,,,,,,,,
Cookie,HeaderElement.txt,getParameterByName,,None,,,,,,,,,,,
Cookie,HeaderElement.txt,parseElements,,,,,,,,,,,,"构造函数HeaderElement(const char*, int)未被实现。",
Cookie,HeaderElement.txt,parse,,None,,,,,,,,,,,
Cookie,HeaderElement.txt,invalid_argument,error: no comment found,,,,,,,,,,,,
Cookie,LangUtils.txt,,,,,,未包含<functional>头文件,,,,,,,,
Cookie,LangUtils.txt,hashCode,,,,,,,,静态常量HASH_OFFSET未在类外定义。,,,,,
Cookie,LangUtils.txt,equals,,None,,,,,,,,,,,
Cookie,Log.txt,,,,,,The <string> header is missing.,,,,,,,,
Cookie,Log.txt,isDebugEnabled,,None,,,,,,,,,,,
Cookie,Log.txt,isErrorEnabled,,None,,,,,,,,,,,
Cookie,Log.txt,isFatalEnabled,,None,,,,,,,,,,,
Cookie,Log.txt,isInfoEnabled,,None,,,,,,,,,,,
Cookie,Log.txt,isTraceEnabled,,None,,,,,,,,,,,
Cookie,Log.txt,isWarnEnabled,,None,,,,,,,,,,,
Cookie,Log.txt,trace,,None,,,,,,,,,,,
Cookie,Log.txt,debug,,None,,,,,,,,,,,
Cookie,Log.txt,info,,None,,,,,,,,,,,
Cookie,Log.txt,warn,,None,,,,,,,,,,,
Cookie,Log.txt,error,,None,,,,,,,,,,,
Cookie,Log.txt,fatal,,None,,,,,,,,,,,
Cookie,LogFactory.txt,,,None,,,,,,,,,,,
Cookie,LogFactory.txt,getAttribute,,None,,,,,,,,,,,
Cookie,LogFactory.txt,getAttributeNames,,None,,,,,,,,,,,
Cookie,LogFactory.txt,getInstance,,,,,,,,,,,,The Log class constructor or related methods are not implemented.,
Cookie,LogFactory.txt,release,,None,,,,,,,,,,,
Cookie,LogFactory.txt,removeAttribute,,None,,,,,,,,,,,
Cookie,LogFactory.txt,setAttribute,,None,,,,,,,,,,,
Cookie,LogFactory.txt,getFactory,,None,,,,,,,,,,,
Cookie,LogFactory.txt,getLog,,None,,,,,,,,,,,
Cookie,LogFactory.txt,releaseAll,,None,,,,,,,,,,,
Cookie,LogFactory.txt,getContextClassLoader,,None,,,,,,,,,,,
Cookie,LogFactory.txt,getCachedFactory,,None,,,,,,,,,,,
Cookie,LogFactory.txt,cacheFactory,,None,,,,,,,,,,,
Cookie,LogFactory.txt,newFactory,,None,,,,,,,,,,,
Cookie,LogFactory.txt,getResourceAsStream,,,,,,,,,,,,,"Dynamically allocated std::ifstream objects are not released, leading to memory leaks."
Cookie,NameValuePair.txt,,,None,,,,,,,,,,,
Cookie,NameValuePair.txt,setName,,,,,,,,,,,,The NameValuePair::setName method is not implemented.,
Cookie,NameValuePair.txt,getName,,None,,,,,,,,,,,
Cookie,NameValuePair.txt,setValue,,None,,,,,,,,,,,
Cookie,NameValuePair.txt,getValue,,None,,,,,,,,,,,
Cookie,NameValuePair.txt,toString,,None,,,,,,,,,,,
Cookie,NameValuePair.txt,equals,,,,,,,,,,,,The LangUtils::equals method is not implemented.,
Cookie,NameValuePair.txt,hashCode,,None,,,,,,,,,,,
Cookie,ParameterParser.txt,,,,,,The <cctype> header is missing.,,,,,,,,
Cookie,ParameterParser.txt,hasChar,,None,,,,,,,,,,,
Cookie,ParameterParser.txt,getToken,,None,,,,,,,,,,,
Cookie,ParameterParser.txt,isOneOf,,None,,,,,,,,,,,
Cookie,ParameterParser.txt,parseToken,,None,,,,,,,,,,,
Cookie,ParameterParser.txt,parseQuotedToken,,None,,,,,,,,,,,
Cookie,ParameterParser.txt,ParameterParser,error: no comment found,,,,,,,,,,,,
Cookie,ParameterParser.txt,parse,,None,,,,,,,,,,,
Cookie,ParameterParser.txt,find,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,AfterEachCallback.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,AfterEachCallback.txt,afterEach,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,BeforeEachCallback.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,BeforeEachCallback.txt,beforeEach,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ClassFilter.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ClassFilter.txt,of,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ClassFilter.txt,match,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ClasspathScanner.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ClasspathScanner.txt,scanForResourcesInPackage,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ClasspathScanner.txt,scanForResourcesInClasspathRoot,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ConditionEvaluationResult.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ConditionEvaluationResult.txt,enabled,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ConditionEvaluationResult.txt,disabled,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ConditionEvaluationResult.txt,isDisabled,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ConditionEvaluationResult.txt,getReason,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ConditionEvaluationResult.txt,toString,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,DefaultResource.txt,,invalid tag: referencing a non-existent <URI.h> header file,,,,,,,,,,,,
EnableJUnit4MigrationSupport,DefaultResource.txt,getName,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,DefaultResource.txt,getUri,,,,,,,,,,,non-existent class 'URI',,
EnableJUnit4MigrationSupport,DefaultResource.txt,equals,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,DefaultResource.txt,hashCode,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,DefaultResource.txt,toString,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExceptionUtils.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExceptionUtils.txt,throwAsUncheckedException,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExceptionUtils.txt,throwAs,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExceptionUtils.txt,readStackTrace,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExceptionUtils.txt,pruneStackTrace,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExceptionUtils.txt,findNestedThrowables,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExceptionUtils.txt,notNull,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExceptionUtils.txt,rethrow_if_nested,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExceptionUtils.txt,reverse,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExecutionCondition.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExecutionCondition.txt,evaluateExecutionCondition,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExecutionMode.txt,,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExecutionMode.txt,error: no method found,error: no method found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExpectedExceptionAdapter.txt,,invalid tag: 不存在的头文件AbstractTestRuleAdapter.h,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExpectedExceptionAdapter.txt,handleTestExecutionException,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExpectedExceptionAdapter.txt,after,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExpectedExceptionAdapter.txt,rethrow_exception,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExpectedExceptionSupport.txt,,invalid tag: non-existent header file <Store.h>and<TestRuleSupport.h>,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExpectedExceptionSupport.txt,getStore,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExpectedExceptionSupport.txt,handleTestExecutionException,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExpectedExceptionSupport.txt,afterEach,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Extension.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Extension.txt,notEmpty,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Extension.txt,containsNoNullElements,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Extension.txt,invalid_argument,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,accept,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getParent,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getRoot,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getUniqueId,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getDisplayName,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getTags,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getElement,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getTestInstanceLifecycle,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getTestInstance,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getRequiredTestInstance,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getTestInstances,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getRequiredTestInstances,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getTestMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getRequiredTestMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getExecutionException,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getConfigurationParameter,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,publishReportEntry,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,publishFile,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,publishDirectory,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getStore,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getExecutionMode,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getExecutableInvoker,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,close,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,get,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getOrDefault,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getOrComputeIfAbsent,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,put,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,remove,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,create,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,Namespace,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,hashCode,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,append,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExternalResourceAdapter.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExternalResourceAdapter.txt,before,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExternalResourceAdapter.txt,after,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExternalResourceSupport.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExternalResourceSupport.txt,beforeEach,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExternalResourceSupport.txt,afterEach,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,IgnoreCondition.txt,,invalid tag: non-existent header file 'AnnotatedElement.h' and 'Ignore.h',,,,,,,,,,,,
EnableJUnit4MigrationSupport,IgnoreCondition.txt,evaluateExecutionCondition,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,IgnoreCondition.txt,toResult,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,IgnoreCondition.txt,disabled,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,JUnitException.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,JUnitException.txt,JUnitException,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,JUnitException.txt,runtime_error,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,log,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,beforeAllMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,beforeEachCallback,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,beforeEachMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,testMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,afterEachMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,afterEachCallback,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,afterAllMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,error,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,trace,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,createLogRecord,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,runtime_error,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,nullSafeGet,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,getLogger,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,invalid_argument,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,addListener,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,removeListener,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,warn,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,info,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,config,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,debug,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,,,,,,,,,,,,Non-existent header file LogRecordListener.h included,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,getLogger,,,,,header file stdexcept missing,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,addListener,,,,,,,,,,,Non-existent class LogRecordListener included,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,removeListener,,,,,,,,,,,Non-existent class LogRecordListener included,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,DelegatingLogger,,,,,,,,,,,Non-existent class java included,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,log,,,,,,,,,,,Non-existent class Level included,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,createLogRecord,,,,,,,,,,,,Method partially unimplemented,
EnableJUnit4MigrationSupport,LoggerFactory.txt,nullSafeGet,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,LoggerFactory,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,invalid_argument,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,info,,,,,,,,,,,Non-existent class Level included,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,config,,,,,,,,,,,Non-existent class Level included,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,debug,,,,,,,,,,,Non-existent class Level included,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,trace,,,,,,,,,,,Non-existent class Level included,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,error,,,,,,,,,,,Non-existent class Level included,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,warn,,,,,,,,,,,Non-existent class Level included,,
EnableJUnit4MigrationSupport,Preconditions.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Preconditions.txt,notNull,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Preconditions.txt,notEmpty,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Preconditions.txt,containsNoNullElements,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Preconditions.txt,notBlank,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Preconditions.txt,condition,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,PreconditionViolationException.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,PreconditionViolationException.txt,PreconditionViolationException,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,PreconditionViolationException.txt,~PreconditionViolationException,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,PreconditionViolationException.txt,what,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,PreconditionViolationException.txt,exception,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,loadClass,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,tryToLoadClass,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,tryToGetResources,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findAllClassesInClasspathRoot,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findAllResourcesInClasspathRoot,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,streamAllClassesInClasspathRoot,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,streamAllResourcesInClasspathRoot,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findAllClassesInPackage,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findAllResourcesInPackage,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,streamAllClassesInPackage,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,streamAllResourcesInPackage,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findAllClassesInModule,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findAllResourcesInModule,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,streamAllClassesInModule,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,streamAllResourcesInModule,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,newInstance,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,invokeMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findFields,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,streamFields,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,tryToReadFieldValue,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findMethods,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,streamMethods,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findNestedClasses,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,streamNestedClasses,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,makeAccessible,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,throwAsUncheckedException,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,any,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,notNull,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,invalid_argument,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,,error: no overall comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isPublic,,,,,,,,,,,referencing non-existent class'Class<?>',,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isPrivate,,,,,,,,,,,non-existent class 'Class<?>',,
