Project,File,Method,Err_-1,Err_0,Err_1,Err_2,Err_3,Err_4,Err_5,Err_6,Err_7,Err_8,Err_9,Err_10,Err_11
EnableJUnit4MigrationSupport,Extension.txt,,,,,,,,,,,,Non-existent header file API.h included,,
EnableJUnit4MigrationSupport,Extension.txt,error: no method found,error: no method found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,,,,,,,,,,,,Non-existent header files included,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getParent,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getRoot,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getUniqueId,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getDisplayName,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getTags,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getElement,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,notNull,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getTestInstanceLifecycle,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getTestInstance,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getTestInstances,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getTestMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getExecutionException,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getConfigurationParameter,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,transformer,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,JUnitException,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,publishReportEntry,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,publishFile,,,,,,,,,,,Non-existent class MediaType included,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,publishDirectory,,,,,,,,,,,Non-existent class Path included,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getStore,,,,,,,,,,,Non-existent class Namespace included,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getExecutionMode,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExtensionContext.txt,getExecutableInvoker,,,,,,,,,,,Non-existent class ExecutableInvoker included,,
EnableJUnit4MigrationSupport,ExternalResourceAdapter.txt,,,,,,,,,,,,Non-existent header files included,,
EnableJUnit4MigrationSupport,ExternalResourceAdapter.txt,ExternalResourceAdapter,,,Non-existent member method included,,,,,,,,,,
EnableJUnit4MigrationSupport,ExternalResourceAdapter.txt,before,,,Non-existent member method included,,,,,,,,,,
EnableJUnit4MigrationSupport,ExternalResourceAdapter.txt,after,,,Non-existent member method included,,,,,,,,,,
EnableJUnit4MigrationSupport,ExternalResourceSupport.txt,,,,,,,,,,,,Non-existent header file TestRuleSupport.h included,,
EnableJUnit4MigrationSupport,ExternalResourceSupport.txt,ExternalResourceSupport,,,,,,,,Using new as variable name,,,,,
EnableJUnit4MigrationSupport,ExternalResourceSupport.txt,beforeEach,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ExternalResourceSupport.txt,afterEach,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,IgnoreCondition.txt,,,,,,,,,,,,Non-existent header files included,,
EnableJUnit4MigrationSupport,IgnoreCondition.txt,IgnoreCondition,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,IgnoreCondition.txt,toResult,,,,,,,,,,,Non-existent class included,,
EnableJUnit4MigrationSupport,IgnoreCondition.txt,evaluateExecutionCondition,,,Non-existent member method included,,,,,,,,,,
EnableJUnit4MigrationSupport,IgnoreCondition.txt,disabled,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,JUnitException.txt,,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,JUnitException.txt,JUnitException,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,JUnitException.txt,runtime_error,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,beforeAllMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,beforeEachCallback,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,beforeEachMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,testMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,afterEachMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,afterEachCallback,,,Reference to non-existent method getClass()/getSimpleName(),,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,afterAllMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Logger.txt,log,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,,,,,,Missing library file <stacktrace>,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,getLogger,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,addListener,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,removeListener,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,DelegatingLogger,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,log,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,createLogRecord,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,nullSafeGet,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,error,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,warn,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,info,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,config,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,debug,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,LoggerFactory.txt,trace,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Preconditions.txt,,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Preconditions.txt,notNull,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Preconditions.txt,notEmpty,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Preconditions.txt,containsNoNullElements,,,,,,,,,,"Error using pointer to traverse elements, missing array length information",,,
EnableJUnit4MigrationSupport,Preconditions.txt,notBlank,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Preconditions.txt,condition,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,PreconditionViolationException.txt,,,,,,Missing header file <string>,,,,,,,,
EnableJUnit4MigrationSupport,PreconditionViolationException.txt,PreconditionViolationException,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,,,,,,Missing library file <any> and <set>,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,loadClass,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,tryToLoadClass,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,tryToGetResources,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findAllClassesInClasspathRoot,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findAllResourcesInClasspathRoot,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findAllClassesInPackage,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findAllResourcesInPackage,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findAllClassesInModule,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findAllResourcesInModule,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,newInstance,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,invokeMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findFields,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findMethods,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,tryToReadFieldValue,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,findNestedClasses,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionSupport.txt,makeAccessible,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isPublic,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isPrivate,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isNotPrivate,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isAbstract,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isStatic,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isNotStatic,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isFinal,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isNotFinal,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isInnerClass,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isRecordObject,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isRecordClass,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,returnsPrimitiveVoid,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isArray,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isMultidimensionalArray,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isAssignableTo,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,getWrapperType,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,newInstance,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,readFieldValue,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,readFieldValues,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,invokeMethod,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,loadClass,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,loadRequiredClass,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,getAllClasspathRootDirectories,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,findAllClassesInClasspathRoot,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,findAllResourcesInClasspathRoot,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,findAllClassesInPackage,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,findAllResourcesInPackage,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,findAllClassesInModule,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,findAllResourcesInModule,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,findNestedClasses,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,any,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,findFields,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isMethodPresent,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,getAllAssignmentCompatibleClasses,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,isSearchable,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,getUnderlyingCause,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ReflectionUtils.txt,getLegacySearchSemanticsFlag,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Resource.txt,,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Resource.txt,getName,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Resource.txt,getUri,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,StringUtils.txt,,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,StringUtils.txt,isPalindrome,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,TestExecutionExceptionHandler.txt,,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,TestExecutionExceptionHandler.txt,handleTestExecutionException,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,TestRuleAnnotatedMember.txt,,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,TestRuleAnnotatedMember.txt,getTestRule,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ThrowingConsumer.txt,,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ThrowingConsumer.txt,accept,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ToStringBuilder.txt,,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ToStringBuilder.txt,ToStringBuilder,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ToStringBuilder.txt,append,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ToStringBuilder.txt,toString,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,ToStringBuilder.txt,notBlank,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,ToStringBuilder.txt,nullSafeToString,error: no comment found,,,,,,,,,,,,
EnableJUnit4MigrationSupport,Try.txt,,,,,,Missing header file <string>,,,,,,,,
EnableJUnit4MigrationSupport,Try.txt,call,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Try.txt,success,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Try.txt,failure,,None,,,,,,,,,,,
EnableJUnit4MigrationSupport,Try.txt,andThenTry,,None,,,,,,,,,,,
